Esta_na_Capa,Grupo,Subgrupo,Primeiro_Capitulo,Ultimo_Capitulo,Porcentagem_de_Capitulos_do_Volume,E_a_Primeira_Aparicao_no_manga,Distancia_da_Primeira_Aparicao_em_capitulos,Numero_total_de_capitulos_que_apareceu,Numero_de_capitulos_ate_o_volume,Nome_do_Personagem,Volume,Numero_de_Capitulos_no_Volume,Distancia_da_Primeira_Aparicao_em_volumes,Volume_num
0,Pirates,Officer Agents,400,409,0.0,0,,3,0,Miss Valentine,Volume_42,3,29.0,42
0,Pirates,Officer Agents,400,409,0.0,0,,4,0,Miss Goldenweek,Volume_42,4,28.0,42
0,Marines,Vice Admiral,409,409,0.0,0,,1,0,John Giant,Volume_42,1,31.0,42
0,Citizens,Water 7 Galley-La Company,409,409,0.0,0,,1,0,Tilestone,Volume_42,1,8.0,42
0,Pirates,Straw Hat Pirates,409,409,0.0,0,,1,0,Kashii,Volume_42,1,3.0,42
0,Pirates,Straw Hat Pirates,405,405,0.0,0,,1,0,Usopp,Volume_42,1,39.0,42
0,Citizens,Drum Island,407,407,0.0,0,,1,0,Kureha,Volume_42,1,27.0,42
0,Pirates,Officer Agents,407,409,0.0,0,,2,0,Mr.5,Volume_42,2,4.0,42
0,Pirates,Officer Agents,400,400,0.0,0,,1,0,Mr. 5,Volume_42,1,29.0,42
0,Pirates,Officer Agents,404,409,0.0,0,,3,0,Lassoo,Volume_42,3,22.0,42
0,Citizens,Shift Station,400,404,0.0,0,,3,0,Gonbe,Volume_42,3,8.0,42
0,Citizens,Shift Station,400,404,0.0,0,,3,0,Chimney,Volume_42,3,8.0,42
0,Citizens,Shift Station,400,409,0.0,0,,2,0,Kokoro,Volume_42,2,8.0,42
0,Citizens,Tom's Workers,400,400,0.0,0,,1,0,Tom,Volume_42,1,5.0,42
0,Pirates,Straw Hat Pirates,409,409,0.0,0,,1,0,Oimo,Volume_42,1,3.0,42
0,Pirates,Officer Agents,400,404,0.0,1,,2,0,Miss DoubleFinger,Volume_42,2,0.0,42
0,Pirates,Officer Agents,406,409,0.0,0,,2,0,Miss Doublefinger,Volume_42,2,25.0,42
0,Marines,Franky Family,400,409,0.0,0,,2,0,Zambai,Volume_42,2,8.0,42
0,Pirates,Officer Agents,400,409,0.0,0,,4,0,Mr. 4,Volume_42,4,25.0,42
0,Pirates,Straw Hat Pirates,400,409,0.0,0,,8,0,Monkey D. Luffy,Volume_42,8,41.0,42
0,Pirates,Straw Hat Pirates,400,409,0.0,0,,6,0,Roronoa Zoro,Volume_42,6,41.0,42
0,Pirates,Straw Hat Pirates,400,409,0.0,0,,8,0,Nami,Volume_42,8,41.0,42
0,Pirates,Straw Hat Pirates,400,409,0.0,0,,5,0,Sogeking,Volume_42,5,3.0,42
0,Pirates,Straw Hat Pirates,400,409,0.0,0,,7,0,Sanji,Volume_42,7,37.0,42
0,Pirates,Straw Hat Pirates,400,409,0.0,0,,10,0,Tony Tony Chopper,Volume_42,10,27.0,42
0,Pirates,Straw Hat Pirates,400,409,0.0,0,,7,0,Nico Robin,Volume_42,7,22.0,42
1,Marines,CP9,400,409,0.5,0,,5,0,Spandam,Volume_42,5,5.0,42
1,Marines,CP9,400,400,0.1,0,,1,0,Funkfreed,Volume_42,1,4.0,42
1,Marines,CP9,400,409,0.6,0,,6,0,Rob Lucci,Volume_42,6,8.0,42
1,Marines,CP9,400,409,0.5,0,,5,0,Hattori,Volume_42,5,8.0,42
1,Marines,CP9,400,409,0.5,0,,5,0,Kaku,Volume_42,5,8.0,42
1,Marines,CP9,400,409,0.6,0,,6,0,Kalifa,Volume_42,6,8.0,42
1,Marines,CP9,400,409,0.5,0,,5,0,Jabra,Volume_42,5,3.0,42
1,Marines,CP9,400,409,0.7,0,,7,0,Fukurou,Volume_42,7,3.0,42
1,Marines,CP9,400,409,0.9,0,,9,0,Kumadori,Volume_42,9,3.0,42
0,Marines,Franky Family,400,409,0.0,0,,8,0,Franky,Volume_42,8,7.0,42
0,Marines,Franky Family,400,409,0.0,0,,2,0,Mozu and Kiwi,Volume_42,2,7.0,42
0,Pirates,Officer Agents,400,408,0.0,0,,3,0,Crocodile,Volume_42,3,29.0,42
0,Pirates,Officer Agents,400,408,0.0,0,,3,0,Daz Bonez,Volume_42,3,1.0,42
1,Pirates,Straw Hat Pirates,410,414,0.83,0,,5,0,Tony Tony Chopper,Volume_43,5,28.0,43
1,Pirates,Straw Hat Pirates,410,415,0.5,0,,3,0,Monkey D. Luffy,Volume_43,3,42.0,43
0,Citizens,Shift Station,413,414,0.0,0,,2,0,Gonbe,Volume_43,2,9.0,43
1,Pirates,Straw Hat Pirates,410,414,0.83,0,,5,0,Nami,Volume_43,5,42.0,43
0,Citizens,Shift Station,413,414,0.0,0,,2,0,Chimney,Volume_43,2,9.0,43
0,Citizens,Shift Station,413,414,0.0,0,,2,0,Kokoro,Volume_43,2,9.0,43
0,Marines,CP9,413,413,0.0,0,,1,0,Funkfreed,Volume_43,1,5.0,43
0,Marines,CP9,413,414,0.0,0,,2,0,Spandam,Volume_43,2,6.0,43
0,Pirates,Officer Agents,412,413,0.0,0,,2,0,Mr. 3,Volume_43,2,29.0,43
0,Pirates,Straw Hat Pirates,410,414,0.0,0,,4,0,Sogeking,Volume_43,4,4.0,43
0,Pirates,Officer Agents,412,413,0.0,0,,2,0,Daz Bonez,Volume_43,2,2.0,43
0,Pirates,Officer Agents,412,413,0.0,0,,2,0,Crocodile,Volume_43,2,30.0,43
0,Pirates,Officer Agents,411,411,0.0,0,,1,0,Lassoo,Volume_43,1,23.0,43
0,Pirates,Officer Agents,411,411,0.0,0,,1,0,Miss Merry Christmas,Volume_43,1,26.0,43
0,Pirates,Officer Agents,411,411,0.0,0,,1,0,Mr. 4,Volume_43,1,26.0,43
0,Pirates,Officer Agents,411,411,0.0,0,,1,0,Miss Doublefinger,Volume_43,1,26.0,43
0,Marines,Franky Family,414,414,0.0,0,,1,0,Kop,Volume_43,1,9.0,43
0,Pirates,Officer Agents,411,411,0.0,0,,1,0,Miss Valentine,Volume_43,1,30.0,43
0,Pirates,Officer Agents,411,411,0.0,0,,1,0,Miss Goldenweek,Volume_43,1,29.0,43
0,Citizens,Water 7,410,414,0.0,0,,2,0,Tilestone,Volume_43,2,9.0,43
0,Citizens,Water 7,410,410,0.0,0,,1,0,Peepley Lulu,Volume_43,1,9.0,43
0,Citizens,Water 7,410,414,0.0,0,,2,0,Paulie,Volume_43,2,9.0,43
0,Marines,Franky Family,410,410,0.0,0,,1,0,Tamagon,Volume_43,1,9.0,43
0,Marines,Franky Family,410,414,0.0,0,,2,0,Zambai,Volume_43,2,9.0,43
0,Marines,Franky Family,410,410,0.0,1,,1,0,Kiwi,Volume_43,1,0.0,43
1,Marines,Franky Family,410,414,0.67,0,,4,0,Franky,Volume_43,4,8.0,43
0,Marines,CP9,410,415,0.0,0,,5,0,Jabra,Volume_43,5,4.0,43
0,Marines,CP9,410,412,0.0,0,,3,0,Kalifa,Volume_43,3,9.0,43
0,Marines,CP9,410,414,0.0,0,,4,0,Kaku,Volume_43,4,9.0,43
0,Marines,CP9,410,414,0.0,0,,2,0,Hattori,Volume_43,2,9.0,43
0,Marines,CP9,410,414,0.0,0,,2,0,Rob Lucci,Volume_43,2,9.0,43
0,Pirates,Straw Hat Pirates,410,414,0.0,0,,3,0,Nico Robin,Volume_43,3,23.0,43
0,Pirates,Officer Agents,411,411,0.0,0,,1,0,Mr. 5,Volume_43,1,30.0,43
1,Pirates,Straw Hat Pirates,410,415,0.83,0,,5,0,Sanji,Volume_43,5,38.0,43
0,Pirates,Officer Agents,412,413,0.0,0,,2,0,Mr. 2,Volume_43,2,5.0,43
1,Pirates,Straw Hat Pirates,410,415,0.83,0,,5,0,Roronoa Zoro,Volume_43,5,42.0,43
0,Pirates,Straw Hat Pirates,420,430,0.0,0,,11,0,Nami,Volume_44,11,43.0,44
0,Marines,CP9,423,423,0.0,0,,1,0,Funkfreed,Volume_44,1,6.0,44
0,Marines,Enies Lobby,421,421,0.0,0,,1,0,Fukurou,Volume_44,1,5.0,44
0,Marines,Enies Lobby,421,421,0.0,0,,1,0,Jabra,Volume_44,1,5.0,44
0,Marines,Enies Lobby,421,421,0.0,0,,1,0,Kalifa,Volume_44,1,10.0,44
0,Marines,Enies Lobby,421,421,0.0,0,,1,0,Kaku,Volume_44,1,10.0,44
0,Marines,Enies Lobby,421,428,0.0,0,,3,0,Hattori,Volume_44,3,10.0,44
0,Citizens,Shift Station,420,428,0.0,0,,4,0,Yokozuna,Volume_44,4,10.0,44
0,Citizens,Shift Station,420,430,0.0,0,,10,0,Gonbe,Volume_44,10,10.0,44
0,Citizens,Shift Station,420,430,0.0,0,,10,0,Chimney,Volume_44,10,10.0,44
0,Citizens,Shift Station,420,430,0.0,0,,10,0,Kokoro,Volume_44,10,10.0,44
0,Citizens,Galley-La Company,420,428,0.0,0,,4,0,Paulie,Volume_44,4,10.0,44
0,Marines,Franky Family,420,429,0.0,0,,6,0,Gomorrah,Volume_44,6,6.0,44
0,Marines,Franky Family,420,429,0.0,0,,6,0,Sodom,Volume_44,6,6.0,44
0,Pirates,Straw Hat Pirates,420,430,0.0,0,,11,0,Roronoa Zoro,Volume_44,11,43.0,44
0,Marines,Franky Family,420,429,0.0,0,,4,0,Mozu and Kiwi,Volume_44,4,9.0,44
0,Marines,Franky Family,420,430,0.0,0,,10,0,Franky,Volume_44,10,9.0,44
1,Marines,Enies Lobby,420,428,0.82,0,,9,0,Rob Lucci,Volume_44,9,10.0,44
0,Marines,Enies Lobby,420,429,0.0,0,,5,0,Spandam,Volume_44,5,7.0,44
0,Marines,Enies Lobby,420,429,0.0,0,,6,0,Kashii,Volume_44,6,5.0,44
0,Marines,Enies Lobby,420,429,0.0,0,,6,0,Oimo,Volume_44,6,5.0,44
0,Marines,Vice Admirals,420,428,0.0,1,,4,0,Momonga,Volume_44,4,0.0,44
0,Marines,Vice Admirals,420,429,0.0,1,,5,0,Onigumo,Volume_44,5,0.0,44
0,Marines,Vice Admirals,420,429,0.0,1,,5,0,Doberman,Volume_44,5,0.0,44
0,Marines,Vice Admirals,420,425,0.0,1,,2,0,Yamakaji,Volume_44,2,0.0,44
0,Marines,Vice Admirals,420,428,0.0,1,,3,0,Strawberry,Volume_44,3,0.0,44
1,Pirates,Straw Hat Pirates,420,430,1.0,0,,11,0,Nico Robin,Volume_44,11,24.0,44
0,Pirates,Straw Hat Pirates,420,430,0.0,0,,10,0,Tony Tony Chopper,Volume_44,10,29.0,44
0,Pirates,Straw Hat Pirates,420,430,0.0,0,,11,0,Sanji,Volume_44,11,39.0,44
0,Pirates,Straw Hat Pirates,420,430,0.0,0,,8,0,Sogeking,Volume_44,8,5.0,44
0,Marines,Franky Family,420,428,0.0,0,,4,0,Zambai,Volume_44,4,10.0,44
1,Pirates,Straw Hat Pirates,420,430,1.0,0,,11,0,Monkey D. Luffy,Volume_44,11,43.0,44
0,Citizens,Water 7,423,423,0.0,0,,1,0,Nefertari Vivi,Volume_44,1,31.0,44
0,Marines,Franky Family,424,428,0.0,0,,2,0,Kiev,Volume_44,2,10.0,44
0,Citizens,Galley-La Company,430,430,0.0,0,,1,0,Tyrannosaurus,Volume_44,1,10.0,44
0,Citizens,Shift Station,429,430,0.0,0,,2,0,Enel,Volume_44,2,18.0,44
0,Marines,Franky Family,428,428,0.0,0,,1,0,Tamagon,Volume_44,1,10.0,44
0,Marines,Franky Family,428,428,0.0,0,,1,0,Schollzo,Volume_44,1,10.0,44
0,Marines,Vice Admiral,428,428,0.0,1,,1,0,Sharinguru,Volume_44,1,0.0,44
0,Pirates,Straw Hat Pirates,428,430,0.0,1,,3,0,Going Merry,Volume_44,3,0.0,44
0,Citizens,Skypiea,427,427,0.0,0,,1,0,Shandia Chief,Volume_44,1,15.0,44
0,Citizens,Skypiea,427,427,0.0,0,,1,0,Pagaya,Volume_44,1,18.0,44
0,Citizens,Skypiea,427,427,0.0,0,,1,0,Pierre,Volume_44,1,18.0,44
0,Citizens,Skypiea,427,427,0.0,0,,1,0,Gan Fall,Volume_44,1,18.0,44
0,Marines,Vice Admiral,427,429,0.0,0,,2,0,Aokiji,Volume_44,2,12.0,44
0,Pirates,Straw Hat Pirates,427,429,0.0,0,,3,0,Usopp,Volume_44,3,41.0,44
0,Marines,Captains,426,426,0.0,1,,1,0,Very Good,Volume_44,1,0.0,44
0,Citizens,Tom's Workers,423,430,0.0,0,,2,0,Iceburg,Volume_44,2,10.0,44
0,Animals,Skypiea,425,425,0.0,0,,1,0,South Birds,Volume_44,1,12.0,44
0,Marines,Captains,426,426,0.0,1,,1,0,Shu,Volume_44,1,0.0,44
0,Citizens,Galley-La Company,424,428,0.0,0,,2,0,Peepley Lulu,Volume_44,2,10.0,44
0,Citizens,Galley-La Company,424,428,0.0,0,,2,0,Tilestone,Volume_44,2,10.0,44
0,Citizens,Skypiea,424,424,0.0,0,,1,0,Nola,Volume_44,1,17.0,44
0,Citizens,Skypiea,424,424,0.0,0,,1,0,Conis,Volume_44,1,18.0,44
0,Marines,Franky Family,424,429,0.0,0,,2,0,Kairiki Destroyers,Volume_44,2,9.0,44
0,Citizens,Skypiea,424,424,0.0,0,,1,0,Raki,Volume_44,1,17.0,44
0,Citizens,Shandia,425,425,0.0,0,,1,0,Wyper,Volume_44,1,18.0,44
0,Citizens,Shandia,425,425,0.0,0,,1,0,Braham,Volume_44,1,17.0,44
0,Citizens,Shandia,425,425,0.0,0,,1,0,Kamakiri,Volume_44,1,17.0,44
0,Citizens,Shandia,425,425,0.0,0,,1,0,Genbo,Volume_44,1,17.0,44
0,Citizens,Skypiea,424,424,0.0,0,,1,0,Aisa,Volume_44,1,17.0,44
0,Pirates,Blackbeard Pirates,434,440,0.0,0,,2,0,Jesus Burgess,Volume_45,2,30.0,45
0,Citizens,Moon,437,440,0.0,1,,3,0,Cosmo,Volume_45,3,0.0,45
0,Citizens,Tom's Workers,437,437,0.0,0,,1,0,Tom,Volume_45,1,8.0,45
0,Citizens,Shift Station,436,437,0.0,1,,2,0,Yamenahare,Volume_45,2,0.0,45
0,Citizens,Shift Station,436,437,0.0,1,,2,0,Marumieta,Volume_45,2,0.0,45
0,Marines,Others,436,436,0.0,1,,1,0,Attach,Volume_45,1,0.0,45
0,Pirates,Blackbeard Pirates,434,440,0.0,0,,2,0,Laffitte,Volume_45,2,30.0,45
0,Pirates,Blackbeard Pirates,434,440,0.0,0,,2,0,Stronger,Volume_45,2,21.0,45
0,Pirates,Blackbeard Pirates,434,440,0.0,0,,2,0,Doc Q,Volume_45,2,30.0,45
0,Pirates,Blackbeard Pirates,434,440,0.0,0,,2,0,Van Augur,Volume_45,2,30.0,45
1,Pirates,Straw Hat Pirates,434,440,0.2,0,,2,0,Portgas D. Ace,Volume_45,2,27.0,45
0,Pirates,Red Hair Pirates,434,434,0.0,0,,1,0,Yasopp,Volume_45,1,44.0,45
0,Pirates,Red Hair Pirates,434,434,0.0,0,,1,0,Rockstar,Volume_45,1,20.0,45
0,Pirates,Red Hair Pirates,434,434,0.0,0,,1,0,Lucky Roux,Volume_45,1,44.0,45
0,Pirates,Red Hair Pirates,434,434,0.0,0,,1,0,Benn Beckman,Volume_45,1,44.0,45
0,Citizens,Moon,437,437,0.0,1,,1,0,Galaxy,Volume_45,1,0.0,45
0,Pirates,Straw Hat Pirates,434,434,0.0,0,,1,0,Marco,Volume_45,1,20.0,45
1,Pirates,Straw Hat Pirates,434,434,0.1,0,,1,0,Edward Newgate,Volume_45,1,20.0,45
0,Citizens,Shift Station,433,440,0.0,1,,7,0,Spacey,Volume_45,7,0.0,45
0,Citizens,Shift Station,433,440,0.0,0,,7,0,Enel,Volume_45,7,19.0,45
0,Citizens,Shift Station,433,433,0.0,0,,1,0,Sogeking,Volume_45,1,6.0,45
0,Citizens,Galley-La Company,433,439,0.0,0,,5,0,Tilestone,Volume_45,5,11.0,45
0,Pirates,Red Hair Pirates,434,434,0.0,0,,1,0,Buggy,Volume_45,1,44.0,45
0,Citizens,Moon,437,438,0.0,0,,2,0,Macro,Volume_45,2,23.0,45
0,Citizens,Shift Station,439,439,0.0,0,,1,0,Nefertari Vivi,Volume_45,1,32.0,45
0,Citizens,Shift Station,439,439,0.0,0,,1,0,Nefertari Cobra,Volume_45,1,29.0,45
0,Citizens,Sakura Kingdom,440,440,0.0,0,,1,0,Negikuma Maria,Volume_45,1,30.0,45
0,Citizens,Sakura Kingdom,440,440,0.0,1,,1,0,Lapahns,Volume_45,1,0.0,45
0,Citizens,Sakura Kingdom,440,440,0.0,0,,1,0,Dalton,Volume_45,1,30.0,45
0,Citizens,Sakura Kingdom,440,440,0.0,0,,1,0,Kureha,Volume_45,1,30.0,45
0,Citizens,Foosha Village,440,440,0.0,0,,1,0,Genzo,Volume_45,1,37.0,45
0,Citizens,Foosha Village,440,440,0.0,0,,1,0,Nojiko,Volume_45,1,37.0,45
0,Citizens,Foosha Village,440,440,0.0,0,,1,0,Koushirou,Volume_45,1,44.0,45
0,Citizens,Foosha Village,440,440,0.0,0,,1,0,Woop Slap,Volume_45,1,44.0,45
0,Citizens,Foosha Village,440,440,0.0,0,,1,0,Makino,Volume_45,1,44.0,45
0,Citizens,Baratie,440,440,0.0,0,,1,0,Tamanegi,Volume_45,1,42.0,45
0,Citizens,Moon,438,440,0.0,1,,2,0,Seamars,Volume_45,2,0.0,45
0,Citizens,Baratie,440,440,0.0,0,,1,0,Ninjin,Volume_45,1,42.0,45
0,Citizens,Baratie,440,440,0.0,0,,1,0,Kaya,Volume_45,1,42.0,45
0,Citizens,Baratie,440,440,0.0,1,,1,0,Carne,Volume_45,1,0.0,45
0,Citizens,Baratie,440,440,0.0,1,,1,0,Patty,Volume_45,1,0.0,45
0,Citizens,Baratie,440,440,0.0,1,,1,0,Zeff,Volume_45,1,0.0,45
0,Pirates,Others,440,440,0.0,1,,1,0,Terry Gilteo,Volume_45,1,0.0,45
0,Pirates,Straw Hat Pirates,440,440,0.0,1,,1,0,Thatch,Volume_45,1,0.0,45
0,Citizens,Shift Station,439,439,0.0,0,,1,0,Karoo,Volume_45,1,32.0,45
0,Citizens,Shift Station,439,439,0.0,0,,1,0,Pell,Volume_45,1,28.0,45
0,Citizens,Shift Station,439,439,0.0,0,,1,0,Chaka,Volume_45,1,28.0,45
0,Citizens,Shift Station,439,439,0.0,0,,1,0,Igaram,Volume_45,1,32.0,45
0,Citizens,Galley-La Company,433,439,0.0,0,,5,0,Peepley Lulu,Volume_45,5,11.0,45
0,Citizens,Baratie,440,440,0.0,0,,1,0,Piiman,Volume_45,1,42.0,45
0,Marines,Franky Family,433,435,0.0,0,,2,0,Kop,Volume_45,2,11.0,45
0,Marines,Five Elders,433,433,0.0,0,,1,0,Shepherd Ju Peter,Volume_45,1,20.0,45
0,Citizens,Galley-La Company,431,437,0.0,0,,4,0,Tyrannosaurus,Volume_45,4,11.0,45
0,Citizens,Galley-La Company,431,439,0.0,0,,6,0,Iceburg,Volume_45,6,11.0,45
0,Marines,Franky Family,431,439,0.0,0,,6,0,Gomorrah,Volume_45,6,7.0,45
0,Marines,Franky Family,431,439,0.0,0,,6,0,Sodom,Volume_45,6,7.0,45
0,Marines,Franky Family,431,437,0.0,0,,5,0,Tamagon,Volume_45,5,11.0,45
0,Marines,Franky Family,431,439,0.0,0,,6,0,Schollzo,Volume_45,6,11.0,45
0,Marines,Franky Family,431,439,0.0,0,,7,0,Kiev,Volume_45,7,11.0,45
0,Marines,Franky Family,431,439,0.0,0,,7,0,Zambai,Volume_45,7,11.0,45
0,Marines,Franky Family,431,437,0.0,0,,6,0,Mozu and Kiwi,Volume_45,6,10.0,45
0,Marines,Franky Family,433,439,0.0,0,,5,0,Kairiki Destroyers,Volume_45,5,10.0,45
0,Citizens,Galley-La Company,431,439,0.0,0,,6,0,Paulie,Volume_45,6,11.0,45
1,Marines,Vice-Admiral,431,439,0.5,0,,5,0,Helmeppo,Volume_45,5,44.0,45
1,Marines,Vice-Admiral,431,439,0.5,1,,5,0,Monkey D. Garp,Volume_45,5,0.0,45
0,Pirates,Straw Hat Pirates,431,439,0.0,0,,3,0,Kashii,Volume_45,3,6.0,45
0,Pirates,Straw Hat Pirates,431,439,0.0,0,,3,0,Oimo,Volume_45,3,6.0,45
0,Pirates,Straw Hat Pirates,431,439,0.0,0,,8,0,Nico Robin,Volume_45,8,25.0,45
0,Pirates,Straw Hat Pirates,431,440,0.0,0,,9,0,Tony Tony Chopper,Volume_45,9,30.0,45
0,Pirates,Straw Hat Pirates,431,440,0.0,0,,9,0,Sanji,Volume_45,9,40.0,45
0,Pirates,Straw Hat Pirates,431,440,0.0,0,,6,0,Usopp,Volume_45,6,42.0,45
0,Pirates,Straw Hat Pirates,431,440,0.0,0,,9,0,Nami,Volume_45,9,44.0,45
0,Pirates,Straw Hat Pirates,431,439,0.0,0,,8,0,Roronoa Zoro,Volume_45,8,44.0,45
1,Pirates,Straw Hat Pirates,431,440,1.0,0,,10,0,Monkey D. Luffy,Volume_45,10,44.0,45
1,Marines,Vice-Admiral,431,439,0.5,0,,5,0,Koby,Volume_45,5,44.0,45
0,Citizens,Shift Station,431,439,0.0,0,,7,0,Kokoro,Volume_45,7,11.0,45
0,Marines,Franky Family,431,439,0.0,0,,8,0,Franky,Volume_45,8,10.0,45
0,Citizens,Shift Station,431,439,0.0,0,,7,0,Gonbe,Volume_45,7,11.0,45
0,Citizens,Shift Station,431,439,0.0,0,,7,0,Chimney,Volume_45,7,11.0,45
0,Marines,Five Elders,433,433,0.0,0,,1,0,Ethanbaron V. Nusjuro,Volume_45,1,20.0,45
0,Marines,Five Elders,433,433,0.0,0,,1,0,Topman Warcury,Volume_45,1,20.0,45
0,Marines,Five Elders,433,433,0.0,0,,1,0,Marcus Mars,Volume_45,1,20.0,45
0,Marines,Five Elders,433,433,0.0,0,,1,0,Jaygarcia Saturn,Volume_45,1,20.0,45
0,Pirates,Straw Hat Pirates,433,434,0.0,0,,2,0,Jozu,Volume_45,2,20.0,45
0,Citizens,Water 7,432,432,0.0,1,,1,0,Michael and Hoichael,Volume_45,1,0.0,45
0,Pirates,Others,432,440,0.0,1,,3,0,Monkey D. Dragon,Volume_45,3,0.0,45
0,Marines,Ensign,432,438,0.0,0,,3,0,Bogard,Volume_45,3,34.0,45
0,Marines,Ensign,432,432,0.0,0,,1,0,Fullbody,Volume_45,1,40.0,45
0,Marines,Ensign,432,432,0.0,0,,1,0,Jango,Volume_45,1,42.0,45
0,Marines,Ensign,432,439,0.0,0,,2,0,Tashigi,Volume_45,2,34.0,45
1,Pirates,Blackbeard Pirates,434,440,0.2,0,,2,0,Marshall D. Teach,Volume_45,2,21.0,45
0,Marines,Fleet Admiral,432,439,0.0,0,,2,0,Smoker,Volume_45,2,34.0,45
0,Marines,Fleet Admiral,432,432,0.0,0,,1,0,Jaguar D. Saul,Volume_45,1,4.0,45
0,Marines,Fleet Admiral,432,432,0.0,0,,1,0,Tsuru,Volume_45,1,20.0,45
0,Marines,Fleet Admiral,432,439,0.0,0,,5,0,Aokiji,Volume_45,5,13.0,45
0,Marines,Fleet Admiral,432,432,0.0,0,,1,0,Sengoku,Volume_45,1,20.0,45
0,Pirates,Straw Hat Pirates,432,432,0.0,1,,1,0,Kaidou,Volume_45,1,0.0,45
0,Pirates,Straw Hat Pirates,432,432,0.0,1,,1,0,Charlotte Linlin,Volume_45,1,0.0,45
0,Pirates,Straw Hat Pirates,432,433,0.0,0,,2,0,Whitebeard,Volume_45,2,27.0,45
1,Pirates,Straw Hat Pirates,432,434,0.2,0,,2,0,Shanks,Volume_45,2,44.0,45
0,Citizens,Shift Station,431,431,0.0,0,,1,0,Ipponmatsu,Volume_45,1,34.0,45
0,Citizens,Shift Station,431,439,0.0,0,,7,0,Yokozuna,Volume_45,7,11.0,45
0,Marines,Fleet Admiral,432,432,0.0,0,,1,0,Hina,Volume_45,1,26.0,45
1,Pirates,Straw Hat Pirates,442,444,0.75,0,,3,0,Tony Tony Chopper,Volume_46,3,31.0,46
0,Pirates,Straw Hat Pirates,442,444,0.0,0,,3,0,Franky,Volume_46,3,11.0,46
1,Citizens,Florian Triangle,442,444,0.75,1,,3,0,Brook,Volume_46,3,0.0,46
0,Citizens,Moon,443,443,0.0,0,,1,0,Macro,Volume_46,1,24.0,46
0,Citizens,Thriller Bark,444,444,0.0,1,,1,0,Hildon,Volume_46,1,0.0,46
0,Citizens,Moon,443,443,0.0,0,,1,0,Cosmo,Volume_46,1,1.0,46
0,Citizens,Thriller Bark,444,444,0.0,1,,1,0,'Invisible Man',Volume_46,1,0.0,46
1,Citizens,Thriller Bark,444,444,0.25,1,,1,0,Cerberus,Volume_46,1,0.0,46
0,Pirates,Straw Hat Pirates,442,444,0.0,0,,3,0,Sanji,Volume_46,3,41.0,46
0,Citizens,Moon,443,443,0.0,0,,1,0,Galaxy,Volume_46,1,1.0,46
1,Pirates,Straw Hat Pirates,442,444,0.75,0,,3,0,Usopp,Volume_46,3,43.0,46
0,Citizens,Moon,441,444,0.0,0,,4,0,Enel,Volume_46,4,20.0,46
0,Pirates,Straw Hat Pirates,442,444,0.0,0,,3,0,Roronoa Zoro,Volume_46,3,45.0,46
1,Pirates,Straw Hat Pirates,442,444,0.75,0,,3,0,Monkey D. Luffy,Volume_46,3,45.0,46
0,Citizens,Moon,441,443,0.0,0,,3,0,Seamars,Volume_46,3,1.0,46
0,Citizens,Moon,441,443,0.0,0,,2,0,Spacey,Volume_46,2,1.0,46
0,Pirates,Whitebeard Pirates,441,441,0.0,0,,1,0,Laffitte,Volume_46,1,31.0,46
0,Pirates,Whitebeard Pirates,441,441,0.0,0,,1,0,Stronger,Volume_46,1,22.0,46
0,Pirates,Whitebeard Pirates,441,441,0.0,0,,1,0,Doc Q,Volume_46,1,31.0,46
0,Pirates,Whitebeard Pirates,441,441,0.0,0,,1,0,Jesus Burgess,Volume_46,1,31.0,46
0,Pirates,Whitebeard Pirates,441,441,0.0,0,,1,0,Van Augur,Volume_46,1,31.0,46
0,Pirates,Whitebeard Pirates,441,441,0.0,0,,1,0,Marshall D. Teach,Volume_46,1,22.0,46
1,Pirates,Straw Hat Pirates,442,444,0.75,0,,3,0,Nami,Volume_46,3,45.0,46
0,Pirates,Whitebeard Pirates,441,441,0.0,0,,1,0,Portgas D. Ace,Volume_46,1,28.0,46
0,Pirates,Straw Hat Pirates,442,444,0.0,0,,3,0,Nico Robin,Volume_46,3,26.0,46
0,Pirates,Straw Hat Pirates,450,459,0.0,0,,4,0,Roronoa Zoro,Volume_47,4,46.0,47
0,Citizens,Thriller Bark,451,451,0.0,1,,1,0,Risky Brothers,Volume_47,1,0.0,47
0,Citizens,Thriller Bark,451,453,0.0,1,,2,0,Inuppe,Volume_47,2,0.0,47
0,Citizens,Thriller Bark,452,459,0.0,1,,5,0,Jigoro,Volume_47,5,0.0,47
0,Citizens,Thriller Bark,452,459,0.0,1,,6,0,Tararan,Volume_47,6,0.0,47
0,Others,Thriller Bark,453,453,0.0,1,,1,0,Gallant Hippo,Volume_47,1,0.0,47
0,Others,Thriller Bark,453,459,0.0,0,,6,0,Brook,Volume_47,6,1.0,47
0,Citizens,Thriller Bark,454,454,0.0,0,,1,0,Hildon,Volume_47,1,1.0,47
1,Pirates,Straw Hat Pirates,455,458,0.4,1,,4,0,Gecko Moria,Volume_47,4,0.0,47
0,Citizens,Thriller Bark,455,455,0.0,0,,1,0,Cerberus,Volume_47,1,1.0,47
0,Citizens,Thriller Bark,455,457,0.0,1,,3,0,"Gyoro, Nin, and Bao",Volume_47,3,0.0,47
0,Citizens,Moon,455,459,0.0,1,,3,0,Space Pirates,Volume_47,3,0.0,47
